id,url_id,user_id,event_type,timestamp,details
65,65,278,created,2026-01-30 19:50:16,"{""short_code"":""5pT8rE"",""original_url"":""https://hackstack.io/cobalt/field/65""}"
66,66,105,created,2025-12-18 20:23:21,"{""short_code"":""tWdEnw"",""original_url"":""https://acme.dev/ivory/island/66""}"
67,67,209,created,2025-05-14 19:55:33,"{""short_code"":""PspGZS"",""original_url"":""https://opswise.net/brisk/journey/67""}"
68,68,349,created,2025-01-17 01:47:00,"{""short_code"":""voQvMK"",""original_url"":""https://relay.cloud/tidy/journey/68""}"
69,69,175,created,2026-01-13 00:07:17,"{""short_code"":""ggoFqm"",""original_url"":""https://acme.dev/harbor/uplink/69""}"
70,70,240,created,2025-09-10 14:32:33,"{""short_code"":""kLxujv"",""original_url"":""https://seeded.app/urban/beacon/70""}"
71,71,149,created,2025-03-06 23:38:55,"{""short_code"":""cL2ZsG"",""original_url"":""https://example.com/harbor/quartz/71""}"
72,72,116,created,2025-01-04 23:43:24,"{""short_code"":""TPPWsw"",""original_url"":""https://relay.cloud/tidy/kernel/72""}"
73,73,311,created,2025-10-08 03:23:53,"{""short_code"":""ct4i7k"",""original_url"":""https://example.com/harbor/delta/73""}"
74,74,300,created,2025-11-01 07:48:03,"{""short_code"":""WrZk4q"",""original_url"":""https://relay.cloud/mellow/journey/74""}"
75,75,369,created,2025-10-12 08:42:41,"{""short_code"":""n2lHgl"",""original_url"":""https://relay.cloud/navy/river/75""}"
76,76,375,created,2025-04-12 22:26:45,"{""short_code"":""LrTxoq"",""original_url"":""https://opswise.net/mellow/trail/76""}"
77,77,161,created,2025-09-17 09:10:50,"{""short_code"":""aRx1am"",""original_url"":""https://seeded.app/opal/network/77""}"
78,78,228,created,2025-05-28 05:54:02,"{""short_code"":""LQhYFc"",""original_url"":""https://opswise.net/young/river/78""}"
79,79,259,created,2026-01-21 18:51:29,"{""short_code"":""zDh4zk"",""original_url"":""https://seeded.app/warm/orbit/79""}"
80,80,306,created,2025-01-17 21:05:09,"{""short_code"":""OTqTHm"",""original_url"":""https://seeded.app/warm/meadow/80""}"
81,81,363,created,2025-01-04 21:41:39,"{""short_code"":""EAARdI"",""original_url"":""https://example.com/navy/orbit/81""}"
82,82,324,created,2025-01-14 18:11:30,"{""short_code"":""GIkTPB"",""original_url"":""https://opswise.net/brisk/canyon/82""}"
83,83,33,created,2025-12-28 20:20:03,"{""short_code"":""1zQHy2"",""original_url"":""https://seeded.app/vivid/harvest/83""}"
84,84,307,created,2026-02-03 02:10:18,"{""short_code"":""ogUo4P"",""original_url"":""https://acme.dev/young/orbit/84""}"
85,85,253,created,2025-04-03 16:26:09,"{""short_code"":""Hkwyoo"",""original_url"":""https://acme.dev/silver/engine/85""}"
86,86,69,created,2025-09-29 02:50:47,"{""short_code"":""ab5Fw3"",""original_url"":""https://relay.cloud/cobalt/window/86""}"
87,87,290,created,2025-08-28 01:20:44,"{""short_code"":""yqMhAh"",""original_url"":""https://seeded.app/dawn/valley/87""}"
88,88,309,created,2025-12-05 02:59:39,"{""short_code"":""pHOXXF"",""original_url"":""https://hackstack.io/amber/beacon/88""}"
89,89,40,created,2025-03-02 18:12:37,"{""short_code"":""eUd5pO"",""original_url"":""https://acme.dev/ember/canyon/89""}"
90,90,78,created,2025-05-10 07:20:20,"{""short_code"":""vCPMFA"",""original_url"":""https://hackstack.io/mellow/orbit/90""}"
91,91,146,created,2025-02-27 02:17:47,"{""short_code"":""eAd5Pd"",""original_url"":""https://acme.dev/keen/network/91""}"
92,92,225,created,2025-10-15 16:49:04,"{""short_code"":""9sOWdA"",""original_url"":""https://seeded.app/clear/engine/92""}"
93,93,316,created,2026-01-16 22:10:19,"{""short_code"":""rjWcm8"",""original_url"":""https://relay.cloud/opal/signal/93""}"
94,94,132,created,2025-04-29 06:01:37,"{""short_code"":""d9rFyW"",""original_url"":""https://hackstack.io/jade/anchor/94""}"
95,95,201,created,2025-09-16 11:44:01,"{""short_code"":""DQkmKK"",""original_url"":""https://example.com/gold/uplink/95""}"
96,96,255,created,2025-07-03 21:21:47,"{""short_code"":""D5F4ao"",""original_url"":""https://opswise.net/opal/pioneer/96""}"
97,97,295,created,2026-02-19 06:52:23,"{""short_code"":""wBql0q"",""original_url"":""https://seeded.app/ivory/pioneer/97""}"
98,98,129,created,2025-05-23 17:47:56,"{""short_code"":""1fSVur"",""original_url"":""https://acme.dev/silver/river/98""}"
99,99,249,created,2025-11-15 03:17:49,"{""short_code"":""CJHqjl"",""original_url"":""https://hackstack.io/urban/delta/99""}"
100,100,394,created,2025-12-17 21:21:41,"{""short_code"":""X0Jx9N"",""original_url"":""https://acme.dev/mellow/delta/100""}"
101,101,242,created,2025-09-10 13:49:34,"{""short_code"":""6TXeBX"",""original_url"":""https://acme.dev/brisk/window/101""}"
102,102,52,created,2025-04-26 04:19:51,"{""short_code"":""bINmb9"",""original_url"":""https://seeded.app/forest/quartz/102""}"
103,103,211,created,2025-01-23 03:34:01,"{""short_code"":""4OPhaH"",""original_url"":""https://hackstack.io/young/beacon/103""}"
104,104,264,created,2025-01-17 15:45:00,"{""short_code"":""KQzUzQ"",""original_url"":""https://hackstack.io/warm/signal/104""}"
105,105,156,created,2025-09-13 16:07:36,"{""short_code"":""3w3S8q"",""original_url"":""https://relay.cloud/ivory/field/105""}"
106,106,295,created,2026-02-17 14:06:11,"{""short_code"":""5BOt2P"",""original_url"":""https://example.com/proud/beacon/106""}"
107,107,160,created,2025-08-18 17:45:28,"{""short_code"":""jpDmxW"",""original_url"":""https://hackstack.io/quiet/network/107""}"
108,108,241,created,2025-11-14 04:30:49,"{""short_code"":""jinBUH"",""original_url"":""https://opswise.net/navy/valley/108""}"
109,109,2,created,2025-07-10 03:16:15,"{""short_code"":""0pWMCz"",""original_url"":""https://opswise.net/forest/journey/109""}"
110,110,155,created,2025-07-12 04:31:45,"{""short_code"":""t1cjxI"",""original_url"":""https://seeded.app/quiet/anchor/110""}"
111,111,222,created,2025-09-20 08:37:42,"{""short_code"":""QnsWzi"",""original_url"":""https://example.com/silver/harvest/111""}"
112,112,381,created,2025-11-16 16:04:46,"{""short_code"":""poL3qF"",""original_url"":""https://example.com/lively/river/112""}"
113,113,209,created,2025-03-30 18:51:35,"{""short_code"":""miCDjo"",""original_url"":""https://seeded.app/cobalt/trail/113""}"
114,114,349,created,2025-10-24 07:19:22,"{""short_code"":""BCR5kG"",""original_url"":""https://example.com/amber/uplink/114""}"
115,115,386,created,2025-10-04 01:54:41,"{""short_code"":""MZ9DBE"",""original_url"":""https://hackstack.io/jade/kernel/115""}"
116,116,106,created,2025-08-21 05:46:11,"{""short_code"":""NNt9de"",""original_url"":""https://relay.cloud/amber/valley/116""}"
117,117,122,created,2025-12-08 10:26:25,"{""short_code"":""naPM0Y"",""original_url"":""https://seeded.app/keen/uplink/117""}"
118,118,304,created,2025-12-01 23:21:22,"{""short_code"":""1prZZa"",""original_url"":""https://seeded.app/rapid/signal/118""}"
119,119,122,created,2025-02-20 20:59:01,"{""short_code"":""1S0zvI"",""original_url"":""https://hackstack.io/rapid/beacon/119""}"
120,120,213,created,2025-07-21 01:41:21,"{""short_code"":""Y5FYVS"",""original_url"":""https://acme.dev/ivory/window/120""}"
121,121,278,created,2025-07-27 15:21:53,"{""short_code"":""8o1lEX"",""original_url"":""https://seeded.app/warm/quartz/121""}"
122,122,214,created,2025-11-14 02:38:46,"{""short_code"":""twsjvQ"",""original_url"":""https://example.com/amber/garden/122""}"
123,123,354,created,2025-02-25 07:45:49,"{""short_code"":""l7JItW"",""original_url"":""https://opswise.net/calm/zenith/123""}"
124,124,84,created,2025-10-02 09:13:00,"{""short_code"":""sooIEE"",""original_url"":""https://example.com/proud/uplink/124""}"
125,125,84,created,2025-01-26 18:10:11,"{""short_code"":""i1hfQf"",""original_url"":""https://seeded.app/proud/yard/125""}"
126,126,52,created,2025-12-19 14:52:45,"{""short_code"":""2zrdMx"",""original_url"":""https://hackstack.io/warm/meadow/126""}"
127,127,81,created,2025-11-27 21:25:01,"{""short_code"":""kEidBO"",""original_url"":""https://hackstack.io/ivory/pioneer/127""}"
128,128,68,created,2025-01-13 15:04:48,"{""short_code"":""KE8shr"",""original_url"":""https://opswise.net/calm/lagoon/128""}"
129,129,297,created,2025-01-06 22:28:24,"{""short_code"":""o3Hm2I"",""original_url"":""https://seeded.app/keen/trail/129""}"
130,130,222,created,2025-03-28 04:58:52,"{""short_code"":""64FR97"",""original_url"":""https://seeded.app/gold/meadow/130""}"
131,131,25,created,2025-01-25 15:44:23,"{""short_code"":""Ejop2i"",""original_url"":""https://opswise.net/amber/anchor/131""}"
132,132,139,created,2025-08-21 01:09:37,"{""short_code"":""lviSFY"",""original_url"":""https://hackstack.io/proud/delta/132""}"
133,133,221,created,2025-09-12 14:41:29,"{""short_code"":""IdxDst"",""original_url"":""https://acme.dev/silver/pioneer/133""}"
134,134,226,created,2025-05-06 01:41:20,"{""short_code"":""tu3OXx"",""original_url"":""https://relay.cloud/clear/trail/134""}"
135,135,236,created,2025-04-06 03:23:46,"{""short_code"":""FRw42N"",""original_url"":""https://example.com/proud/valley/135""}"
136,136,377,created,2025-06-17 03:04:39,"{""short_code"":""5coZPz"",""original_url"":""https://relay.cloud/brisk/lagoon/136""}"
137,137,149,created,2025-06-27 15:49:47,"{""short_code"":""dl8UE4"",""original_url"":""https://acme.dev/tidy/canyon/137""}"
138,138,258,created,2025-08-31 00:40:26,"{""short_code"":""pnnvOC"",""original_url"":""https://acme.dev/ember/journey/138""}"
139,139,337,created,2025-10-05 10:05:51,"{""short_code"":""2uG3py"",""original_url"":""https://example.com/ember/zenith/139""}"
140,140,389,created,2025-12-09 02:09:06,"{""short_code"":""0SCv3p"",""original_url"":""https://example.com/clear/garden/140""}"
141,141,277,created,2025-05-23 18:42:05,"{""short_code"":""9CGX9P"",""original_url"":""https://example.com/forest/uplink/141""}"
142,142,286,created,2025-09-05 09:11:25,"{""short_code"":""2Cy1sW"",""original_url"":""https://seeded.app/rapid/lagoon/142""}"
143,143,273,created,2025-05-14 21:05:15,"{""short_code"":""0fcXIu"",""original_url"":""https://example.com/ember/engine/143""}"
144,144,332,created,2025-07-24 06:18:54,"{""short_code"":""DP3bX7"",""original_url"":""https://opswise.net/ember/lagoon/144""}"
145,145,297,created,2025-09-01 21:23:02,"{""short_code"":""RSXu9h"",""original_url"":""https://example.com/brisk/uplink/145""}"
146,146,203,created,2026-01-21 01:39:19,"{""short_code"":""M5Aquw"",""original_url"":""https://example.com/calm/anchor/146""}"
147,147,226,created,2025-04-07 01:50:39,"{""short_code"":""U7SGNb"",""original_url"":""https://opswise.net/calm/delta/147""}"
148,148,73,created,2025-03-21 18:49:31,"{""short_code"":""nd7nye"",""original_url"":""https://example.com/dawn/river/148""}"
149,149,213,created,2025-01-27 08:57:23,"{""short_code"":""EAia1y"",""original_url"":""https://relay.cloud/jade/valley/149""}"
150,150,313,created,2025-04-25 02:26:48,"{""short_code"":""TX75Ju"",""original_url"":""https://seeded.app/proud/uplink/150""}"
151,151,278,created,2025-07-05 04:59:43,"{""short_code"":""4XTQ6L"",""original_url"":""https://relay.cloud/warm/journey/151""}"
152,152,81,created,2025-07-19 14:07:59,"{""short_code"":""DGNWoW"",""original_url"":""https://example.com/proud/anchor/152""}"
153,153,11,created,2025-12-25 15:13:15,"{""short_code"":""K5swj0"",""original_url"":""https://opswise.net/silver/harvest/153""}"
154,154,369,created,2025-01-01 13:13:20,"{""short_code"":""w12ReR"",""original_url"":""https://opswise.net/urban/zenith/154""}"
155,155,163,created,2025-12-02 01:59:17,"{""short_code"":""kwk8Ht"",""original_url"":""https://opswise.net/calm/uplink/155""}"
156,156,221,created,2025-08-17 20:13:13,"{""short_code"":""h0fUJT"",""original_url"":""https://opswise.net/silver/journey/156""}"
157,157,317,created,2025-08-17 03:03:43,"{""short_code"":""ivtZkJ"",""original_url"":""https://opswise.net/quiet/island/157""}"
158,158,61,created,2025-08-25 03:27:02,"{""short_code"":""UZdcDv"",""original_url"":""https://acme.dev/opal/river/158""}"
159,159,150,created,2025-07-25 22:43:10,"{""short_code"":""S6ZoJg"",""original_url"":""https://hackstack.io/cobalt/zenith/159""}"
160,160,152,created,2026-01-28 18:45:49,"{""short_code"":""3AzmST"",""original_url"":""https://relay.cloud/opal/zenith/160""}"
161,161,307,created,2025-10-31 21:18:33,"{""short_code"":""hsdvZ5"",""original_url"":""https://relay.cloud/warm/harvest/161""}"
162,162,275,created,2025-09-14 03:16:24,"{""short_code"":""vXS4Vw"",""original_url"":""https://hackstack.io/clear/uplink/162""}"
163,163,395,created,2026-01-30 10:13:37,"{""short_code"":""5XT3Lk"",""original_url"":""https://opswise.net/vivid/window/163""}"
164,164,337,created,2025-11-11 21:13:35,"{""short_code"":""MRtUI1"",""original_url"":""https://example.com/harbor/canyon/164""}"
165,165,44,created,2025-01-19 09:14:57,"{""short_code"":""mGDRUe"",""original_url"":""https://example.com/proud/trail/165""}"
166,166,118,created,2025-01-31 05:10:30,"{""short_code"":""JbXlym"",""original_url"":""https://acme.dev/opal/harvest/166""}"
167,167,262,created,2025-04-30 09:07:15,"{""short_code"":""mneh9d"",""original_url"":""https://seeded.app/jade/lagoon/167""}"
168,168,264,created,2025-08-01 07:50:06,"{""short_code"":""Q5eIJX"",""original_url"":""https://acme.dev/ember/canyon/168""}"
169,169,316,created,2025-05-02 02:55:14,"{""short_code"":""ewVGvT"",""original_url"":""https://relay.cloud/quiet/zenith/169""}"
170,170,203,created,2025-09-21 10:22:10,"{""short_code"":""rwlTAc"",""original_url"":""https://example.com/silver/beacon/170""}"
171,171,19,created,2025-09-15 09:51:35,"{""short_code"":""hIJ2z0"",""original_url"":""https://hackstack.io/ivory/harvest/171""}"
172,172,101,created,2026-01-03 11:02:17,"{""short_code"":""dW097f"",""original_url"":""https://acme.dev/warm/trail/172""}"
173,173,255,created,2025-12-09 15:46:33,"{""short_code"":""xOECgS"",""original_url"":""https://acme.dev/clear/journey/173""}"
174,174,384,created,2025-05-05 11:37:23,"{""short_code"":""1I6bBj"",""original_url"":""https://relay.cloud/brisk/journey/174""}"
175,175,304,created,2025-02-24 08:30:05,"{""short_code"":""ti5QT5"",""original_url"":""https://seeded.app/quiet/window/175""}"
176,176,310,created,2025-01-16 14:47:18,"{""short_code"":""WG6Ew7"",""original_url"":""https://hackstack.io/ivory/delta/176""}"
177,177,82,created,2025-06-28 05:36:13,"{""short_code"":""A4AQ1j"",""original_url"":""https://hackstack.io/lively/island/177""}"
178,178,44,created,2025-09-04 18:13:32,"{""short_code"":""DfvkaV"",""original_url"":""https://acme.dev/clear/valley/178""}"
179,179,346,created,2026-01-22 16:38:09,"{""short_code"":""omlguZ"",""original_url"":""https://relay.cloud/brisk/anchor/179""}"
180,180,35,created,2025-03-20 05:32:46,"{""short_code"":""A9cPxP"",""original_url"":""https://relay.cloud/ivory/garden/180""}"
181,181,388,created,2025-05-27 02:41:23,"{""short_code"":""0ir1p8"",""original_url"":""https://example.com/brisk/lagoon/181""}"
182,182,323,created,2025-05-10 09:08:05,"{""short_code"":""uscUEY"",""original_url"":""https://hackstack.io/warm/beacon/182""}"
183,183,37,created,2025-01-25 10:25:47,"{""short_code"":""5eJH3L"",""original_url"":""https://acme.dev/urban/signal/183""}"
184,184,25,created,2025-08-03 18:32:33,"{""short_code"":""ahLYYh"",""original_url"":""https://example.com/cobalt/canyon/184""}"
185,185,43,created,2025-10-15 13:14:58,"{""short_code"":""pExphi"",""original_url"":""https://relay.cloud/harbor/canyon/185""}"
186,186,377,created,2026-01-18 00:20:20,"{""short_code"":""jIVcSS"",""original_url"":""https://opswise.net/young/engine/186""}"
187,187,376,created,2025-10-16 01:42:33,"{""short_code"":""wx0AL9"",""original_url"":""https://seeded.app/jade/lagoon/187""}"
188,188,22,created,2025-05-11 11:43:17,"{""short_code"":""Y67uAX"",""original_url"":""https://example.com/urban/kernel/188""}"
189,189,377,created,2025-04-11 17:35:46,"{""short_code"":""MZBjIn"",""original_url"":""https://acme.dev/clear/uplink/189""}"
190,190,38,created,2025-01-01 08:26:14,"{""short_code"":""cuUKbj"",""original_url"":""https://example.com/keen/trail/190""}"
191,191,376,created,2025-06-25 20:17:25,"{""short_code"":""cbpjE8"",""original_url"":""https://example.com/proud/orbit/191""}"
192,192,1,created,2025-02-19 01:44:42,"{""short_code"":""0ZQunv"",""original_url"":""https://opswise.net/tidy/journey/192""}"
193,193,19,created,2025-06-08 09:18:55,"{""short_code"":""vHtf8Z"",""original_url"":""https://relay.cloud/warm/valley/193""}"
194,194,67,created,2025-12-02 22:38:33,"{""short_code"":""4vLWEm"",""original_url"":""https://acme.dev/clear/zenith/194""}"
195,195,288,created,2025-02-06 12:11:06,"{""short_code"":""TzMMH4"",""original_url"":""https://acme.dev/proud/yard/195""}"
196,196,271,created,2025-02-26 10:10:09,"{""short_code"":""97wLLr"",""original_url"":""https://seeded.app/lively/window/196""}"
197,197,303,created,2025-10-07 06:55:19,"{""short_code"":""KHYRP1"",""original_url"":""https://acme.dev/jade/garden/197""}"
198,198,82,created,2025-03-09 03:46:55,"{""short_code"":""Towoip"",""original_url"":""https://seeded.app/calm/signal/198""}"
199,199,216,created,2025-01-18 07:14:54,"{""short_code"":""IOsPcU"",""original_url"":""https://acme.dev/urban/meadow/199""}"
200,200,376,created,2025-10-02 22:09:45,"{""short_code"":""SFlHUm"",""original_url"":""https://acme.dev/harbor/river/200""}"
201,201,102,created,2025-05-04 06:17:12,"{""short_code"":""NJixXl"",""original_url"":""https://seeded.app/amber/zenith/201""}"
202,202,197,created,2025-03-11 21:58:57,"{""short_code"":""r5UpoU"",""original_url"":""https://relay.cloud/amber/network/202""}"
203,203,302,created,2025-11-04 07:55:12,"{""short_code"":""HSJflr"",""original_url"":""https://seeded.app/dawn/zenith/203""}"
204,204,117,created,2025-06-02 08:54:37,"{""short_code"":""oAjf3k"",""original_url"":""https://relay.cloud/jade/garden/204""}"
205,205,43,created,2025-08-14 19:22:06,"{""short_code"":""j5wJsf"",""original_url"":""https://hackstack.io/harbor/yard/205""}"
206,206,255,created,2025-03-21 09:51:50,"{""short_code"":""RShnYY"",""original_url"":""https://opswise.net/tidy/canyon/206""}"
207,207,164,created,2025-06-27 23:34:42,"{""short_code"":""XI41XL"",""original_url"":""https://acme.dev/vivid/lagoon/207""}"
208,208,172,created,2025-09-01 00:12:58,"{""short_code"":""DwNami"",""original_url"":""https://example.com/cobalt/zenith/208""}"
209,209,351,created,2025-06-26 13:26:45,"{""short_code"":""OO0JyS"",""original_url"":""https://relay.cloud/cobalt/uplink/209""}"
210,210,231,created,2025-02-28 08:09:56,"{""short_code"":""xlgGLt"",""original_url"":""https://acme.dev/quiet/journey/210""}"
211,211,334,created,2025-12-27 09:17:04,"{""short_code"":""eGEYah"",""original_url"":""https://hackstack.io/gold/orbit/211""}"
212,212,61,created,2025-10-31 20:16:29,"{""short_code"":""LN83oM"",""original_url"":""https://relay.cloud/urban/journey/212""}"
213,213,50,created,2025-10-04 03:21:18,"{""short_code"":""r1ewxY"",""original_url"":""https://seeded.app/rapid/beacon/213""}"
214,214,384,created,2025-12-18 16:35:00,"{""short_code"":""gVbI0g"",""original_url"":""https://example.com/cobalt/lagoon/214""}"
215,215,256,created,2025-11-16 20:09:39,"{""short_code"":""DDdOQX"",""original_url"":""https://example.com/forest/kernel/215""}"
216,216,230,created,2025-08-19 04:06:04,"{""short_code"":""sxI8Qe"",""original_url"":""https://acme.dev/urban/garden/216""}"
